v, x, y
0.8, 0.135, -0.5
0.8, 0.13750000000000007, -0.5
0.8, 0.14, -0.5
0.8, 0.14249999999999996, -0.5
0.8, 0.14500000000000002, -0.5
0.8, 0.14749999999999996, -0.5
0.8, 0.15000000000000002, -0.5
0.8, 0.15249999999999997, -0.5
0.8, 0.15500000000000003, -0.5
0.8, 0.15749999999999997, -0.5
0.8, 0.16000000000000003, -0.5
0.8, 0.16249999999999998, -0.5
0.8, 0.16500000000000004, -0.5
0.8, 0.16749999999999998, -0.5
0.8, 0.17000000000000004, -0.5
0.8, 0.1725, -0.5
0.8, 0.17500000000000004, -0.5
0.8, 0.1775, -0.5
0.8, 0.18000000000000005, -0.5
0.8, 0.1825, -0.5
0.8, 0.18500000000000005, -0.5
0.8, 0.1875, -0.5
0.8, 0.19000000000000006, -0.5
0.8, 0.1925, -0.5
0.8, 0.19500000000000006, -0.5
0.8, 0.1975, -0.5
0.8, 0.20000000000000007, -0.5
0.8, 0.2025, -0.5
0.8, 0.20499999999999996, -0.5
0.8, 0.20750000000000002, -0.5
0.8, 0.20999999999999996, -0.5
0.8, 0.21250000000000002, -0.5
0.8, 0.21499999999999997, -0.5
0.8, 0.21750000000000003, -0.5
0.8, 0.21999999999999997, -0.5
0.8, 0.22250000000000003, -0.5
0.8, 0.22499999999999998, -0.5
0.8, 0.22750000000000004, -0.5
0.8, 0.22999999999999998, -0.5
0.8, 0.23250000000000004, -0.5
0.8, 0.235, -0.5
0.8, 0.23750000000000004, -0.5
0.8, 0.24, -0.5
0.8, 0.24250000000000005, -0.5
0.8, 0.245, -0.5
0.8, 0.24750000000000005, -0.5
0.8, 0.25, -0.5
0.8, 0.25250000000000006, -0.5
0.8, 0.255, -0.5
0.8, 0.25750000000000006, -0.5
0.8, 0.26, -0.5
0.8, 0.26250000000000007, -0.5
0.8, 0.265, -0.5
0.8, 0.26750000000000007, -0.5
0.8, 0.27, -0.5
0.8, 0.27249999999999996, -0.5
0.8, 0.275, -0.5
0.8, 0.27749999999999997, -0.5
0.8, 0.28, -0.5
0.8, 0.2825, -0.5
0.8, 0.28500000000000003, -0.5
0.8, 0.2875, -0.5
0.8, 0.29000000000000004, -0.5
0.8, 0.2925, -0.5
0.8, 0.29500000000000004, -0.5
0.8, 0.2975, -0.5
0.8, 0.30000000000000004, -0.5
0.8, 0.3025, -0.5
0.8, 0.30500000000000005, -0.5
0.8, 0.3075, -0.5
0.8, 0.31000000000000005, -0.5
0.8, 0.3125, -0.5
0.8, 0.31500000000000006, -0.5
0.8, 0.3175, -0.5
0.8, 0.32000000000000006, -0.5
0.8, 0.3225, -0.5
0.8, 0.32500000000000007, -0.5
0.8, 0.3275, -0.5
0.8, 0.33000000000000007, -0.5
0.8, 0.3325, -0.5
0.8, 0.33499999999999996, -0.5
0.8, 0.3375, -0.5
0.8, 0.33999999999999997, -0.5
0.8, 0.3425, -0.5
0.8, 0.345, -0.5
0.8, 0.34750000000000003, -0.5
0.8, 0.35, -0.5
0.8, 0.35250000000000004, -0.5
0.8, 0.355, -0.5
0.8, 0.35750000000000004, -0.5
0.8, 0.36, -0.5
0.8, 0.36250000000000004, -0.5
0.8, 0.365, -0.5
0.8, 0.36750000000000005, -0.5
0.8, 0.37, -0.5
0.8, 0.37250000000000005, -0.5
0.8, 0.375, -0.5
0.8, 0.37750000000000006, -0.5
0.8, 0.38, -0.5
0.8, 0.38250000000000006, -0.5
0.8, 0.385, -0.5
0.8, 0.38750000000000007, -0.5
0.8, 0.39, -0.5
0.8, 0.39250000000000007, -0.5
0.8, 0.395, -0.5
0.8, 0.39749999999999996, -0.5
0.8, 0.4, -0.5
0.8, 0.40249999999999997, -0.5
